dteday,season,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,target,count_lagged_week
2012-09-28,4,9,12,0,5,1,2,0.7,0.6515,0.54,0.2537,380,389.0
2012-09-28,4,9,13,0,5,1,2,0.7,0.6515,0.51,0.2537,410,421.0
2012-09-28,4,9,14,0,5,1,2,0.7,0.6515,0.54,0.2537,399,412.0
2012-09-28,4,9,15,0,5,1,2,0.68,0.6364,0.54,0.2836,392,423.0
2012-09-28,4,9,16,0,5,1,2,0.66,0.6212,0.5,0.2239,502,567.0
2012-09-28,4,9,17,0,5,1,2,0.66,0.6212,0.54,0.2985,808,846.0
2012-09-28,4,9,18,0,5,1,2,0.64,0.6212,0.5,0.2239,667,805.0
2012-09-28,4,9,19,0,5,1,3,0.62,0.6212,0.5,0.2537,508,588.0
2012-09-28,4,9,20,0,5,1,3,0.6,0.6212,0.53,0.1642,336,369.0
2012-09-28,4,9,21,0,5,1,3,0.6,0.6212,0.53,0.194,237,312.0
2012-09-28,4,9,22,0,5,1,2,0.58,0.5455,0.53,0.2239,220,295.0
2012-09-28,4,9,23,0,5,1,2,0.56,0.5303,0.56,0.194,190,186.0
2012-09-29,4,9,0,0,6,0,1,0.54,0.5152,0.6,0.2239,149,172.0
2012-09-29,4,9,1,0,6,0,1,0.54,0.5152,0.6,0.2239,101,124.0
2012-09-29,4,9,2,0,6,0,2,0.54,0.5152,0.56,0.2239,92,83.0
2012-09-29,4,9,3,0,6,0,2,0.52,0.5,0.59,0.194,29,45.0
2012-09-29,4,9,4,0,6,0,1,0.52,0.5,0.59,0.2537,14,15.0
2012-09-29,4,9,5,0,6,0,1,0.5,0.4848,0.63,0.194,15,17.0
2012-09-29,4,9,6,0,6,0,1,0.5,0.4848,0.63,0.2537,37,41.0
2012-09-29,4,9,7,0,6,0,1,0.48,0.4697,0.67,0.2836,73,77.0
2012-09-29,4,9,8,0,6,0,1,0.5,0.4848,0.68,0.2836,211,218.0
2012-09-29,4,9,9,0,6,0,1,0.5,0.4848,0.63,0.194,332,377.0
2012-09-29,4,9,10,0,6,0,1,0.54,0.5152,0.56,0.2537,472,474.0
2012-09-29,4,9,11,0,6,0,1,0.56,0.5303,0.52,0.2836,663,626.0
2012-09-29,4,9,12,0,6,0,1,0.62,0.6212,0.41,0.2985,682,688.0
2012-09-29,4,9,13,0,6,0,1,0.62,0.6212,0.41,0.2985,686,707.0
2012-09-29,4,9,14,0,6,0,1,0.6,0.6212,0.4,0.2537,750,654.0
2012-09-29,4,9,15,0,6,0,1,0.6,0.6212,0.43,0.2537,727,750.0
2012-09-29,4,9,16,0,6,0,1,0.62,0.6212,0.41,0.2537,722,680.0
2012-09-29,4,9,17,0,6,0,1,0.6,0.6212,0.38,0.3582,712,646.0
2012-09-29,4,9,18,0,6,0,1,0.56,0.5303,0.46,0.194,594,598.0
2012-09-29,4,9,19,0,6,0,1,0.52,0.5,0.55,0.1642,470,407.0
2012-09-29,4,9,20,0,6,0,1,0.52,0.5,0.55,0.194,315,325.0
2012-09-29,4,9,21,0,6,0,1,0.52,0.5,0.55,0.1343,292,261.0
2012-09-29,4,9,22,0,6,0,1,0.5,0.4848,0.63,0.1045,221,239.0
2012-09-29,4,9,23,0,6,0,1,0.5,0.4848,0.59,0.0896,196,171.0
2012-09-30,4,9,0,0,0,0,1,0.5,0.4848,0.59,0.0,147,180.0
2012-09-30,4,9,1,0,0,0,1,0.5,0.4848,0.59,0.0,116,142.0
2012-09-30,4,9,2,0,0,0,1,0.48,0.4697,0.63,0.0,92,95.0
2012-09-30,4,9,3,0,0,0,1,0.46,0.4545,0.67,0.0896,58,54.0
2012-09-30,4,9,4,0,0,0,1,0.46,0.4545,0.67,0.0896,7,10.0
2012-09-30,4,9,5,0,0,0,1,0.44,0.4394,0.72,0.0,10,6.0
2012-09-30,4,9,6,0,0,0,1,0.44,0.4394,0.72,0.0896,22,16.0
2012-09-30,4,9,7,0,0,0,1,0.44,0.4394,0.77,0.0,57,57.0
2012-09-30,4,9,8,0,0,0,1,0.48,0.4697,0.67,0.1045,144,175.0
2012-09-30,4,9,9,0,0,0,1,0.52,0.5,0.63,0.1045,285,276.0
2012-09-30,4,9,10,0,0,0,1,0.58,0.5455,0.46,0.1642,479,489.0
2012-09-30,4,9,11,0,0,0,1,0.6,0.6212,0.43,0.2239,591,570.0
2012-09-30,4,9,12,0,0,0,1,0.62,0.6212,0.41,0.2985,680,776.0
2012-09-30,4,9,13,0,0,0,1,0.62,0.6212,0.41,0.2537,594,702.0
2012-09-30,4,9,14,0,0,0,1,0.62,0.6212,0.41,0.2537,612,666.0
2012-09-30,4,9,15,0,0,0,1,0.64,0.6212,0.36,0.2537,649,640.0
2012-09-30,4,9,16,0,0,0,1,0.64,0.6212,0.36,0.2239,648,691.0
2012-09-30,4,9,17,0,0,0,1,0.62,0.6212,0.35,0.2836,575,723.0
2012-09-30,4,9,18,0,0,0,1,0.52,0.5,0.59,0.4478,401,540.0
2012-09-30,4,9,19,0,0,0,3,0.5,0.4848,0.72,0.1343,257,413.0
2012-09-30,4,9,20,0,0,0,3,0.5,0.4848,0.72,0.1343,194,252.0
2012-09-30,4,9,21,0,0,0,1,0.5,0.4848,0.68,0.0,123,196.0
2012-09-30,4,9,22,0,0,0,1,0.48,0.4697,0.72,0.0,91,138.0
2012-09-30,4,9,23,0,0,0,1,0.48,0.4697,0.72,0.0896,57,100.0
2012-10-01,4,10,0,0,1,1,1,0.46,0.4545,0.72,0.1045,45,64.0
2012-10-01,4,10,1,0,1,1,1,0.44,0.4394,0.77,0.0896,18,18.0
2012-10-01,4,10,2,0,1,1,1,0.46,0.4545,0.72,0.0,12,8.0
2012-10-01,4,10,3,0,1,1,1,0.44,0.4394,0.77,0.0,7,5.0
2012-10-01,4,10,4,0,1,1,1,0.42,0.4242,0.82,0.1045,10,8.0
2012-10-01,4,10,5,0,1,1,1,0.44,0.4394,0.77,0.0,36,37.0
2012-10-01,4,10,6,0,1,1,1,0.44,0.4394,0.77,0.1045,155,168.0
2012-10-01,4,10,7,0,1,1,1,0.44,0.4394,0.77,0.1642,483,530.0
2012-10-01,4,10,8,0,1,1,2,0.46,0.4545,0.77,0.1045,784,750.0
2012-10-01,4,10,9,0,1,1,2,0.52,0.5,0.63,0.0,340,328.0
2012-10-01,4,10,10,0,1,1,1,0.54,0.5152,0.56,0.0,179,198.0
2012-10-01,4,10,11,0,1,1,1,0.58,0.5455,0.46,0.0,272,238.0
2012-10-01,4,10,12,0,1,1,2,0.6,0.6212,0.43,0.1642,323,342.0
2012-10-01,4,10,13,0,1,1,2,0.6,0.6212,0.43,0.1642,305,328.0
2012-10-01,4,10,14,0,1,1,2,0.6,0.6212,0.43,0.1045,244,303.0
2012-10-01,4,10,15,0,1,1,2,0.62,0.6212,0.43,0.1343,329,300.0
2012-10-01,4,10,16,0,1,1,2,0.62,0.6212,0.46,0.2537,459,516.0
2012-10-01,4,10,17,0,1,1,3,0.56,0.5303,0.6,0.2537,856,898.0
2012-10-01,4,10,18,0,1,1,3,0.56,0.5303,0.64,0.1045,613,853.0
2012-10-01,4,10,19,0,1,1,2,0.54,0.5152,0.68,0.1045,516,590.0
2012-10-01,4,10,20,0,1,1,3,0.54,0.5152,0.68,0.0,262,432.0
2012-10-01,4,10,21,0,1,1,2,0.54,0.5152,0.73,0.1343,218,256.0
2012-10-01,4,10,22,0,1,1,3,0.54,0.5152,0.77,0.0896,207,172.0
2012-10-01,4,10,23,0,1,1,3,0.54,0.5152,0.77,0.0,105,94.0
2012-10-02,4,10,0,0,2,1,2,0.56,0.5303,0.73,0.0,31,64.0
2012-10-02,4,10,1,0,2,1,2,0.54,0.5152,0.77,0.1045,11,13.0
2012-10-02,4,10,2,0,2,1,2,0.54,0.5152,0.77,0.1045,2,14.0
2012-10-02,4,10,3,0,2,1,2,0.54,0.5152,0.88,0.194,5,5.0
2012-10-02,4,10,4,0,2,1,2,0.56,0.5303,0.83,0.0896,10,9.0
2012-10-02,4,10,5,0,2,1,2,0.56,0.5303,0.83,0.1343,43,47.0
2012-10-02,4,10,6,0,2,1,3,0.58,0.5455,0.83,0.1045,179,194.0
2012-10-02,4,10,7,0,2,1,3,0.58,0.5455,0.83,0.1045,260,556.0
2012-10-02,4,10,8,0,2,1,3,0.6,0.5455,0.88,0.0,134,805.0
2012-10-02,4,10,9,0,2,1,3,0.58,0.5455,0.88,0.1343,86,409.0
2012-10-02,4,10,10,0,2,1,3,0.58,0.5455,0.88,0.1343,45,170.0
2012-10-02,4,10,11,0,2,1,3,0.58,0.5455,0.94,0.1343,99,218.0
2012-10-02,4,10,12,0,2,1,2,0.6,0.5455,0.88,0.194,104,302.0
2012-10-02,4,10,13,0,2,1,2,0.6,0.5455,0.88,0.1343,154,305.0
2012-10-02,4,10,14,0,2,1,3,0.6,0.5455,0.88,0.1343,163,293.0
2012-10-02,4,10,15,0,2,1,3,0.62,0.5758,0.83,0.1343,209,303.0
2012-10-02,4,10,16,0,2,1,3,0.62,0.5606,0.88,0.1343,374,495.0
2012-10-02,4,10,17,0,2,1,3,0.62,0.5606,0.88,0.1045,715,967.0
2012-10-02,4,10,18,0,2,1,3,0.62,0.5455,0.94,0.0896,687,822.0
2012-10-02,4,10,19,0,2,1,3,0.62,0.5455,0.94,0.0,395,539.0
2012-10-02,4,10,20,0,2,1,3,0.62,0.5455,0.94,0.1343,306,425.0
2012-10-02,4,10,21,0,2,1,3,0.62,0.5455,0.94,0.1045,289,297.0
2012-10-02,4,10,22,0,2,1,2,0.62,0.5455,0.94,0.1045,240,188.0
2012-10-02,4,10,23,0,2,1,2,0.62,0.5455,0.94,0.0,98,98.0
2012-10-03,4,10,0,0,3,1,3,0.62,0.5455,0.94,0.0,52,40.0
2012-10-03,4,10,1,0,3,1,2,0.62,0.5455,0.94,0.0,19,29.0
2012-10-03,4,10,2,0,3,1,2,0.62,0.5455,0.94,0.0,9,17.0
2012-10-03,4,10,3,0,3,1,2,0.6,0.5152,0.94,0.0,7,10.0
2012-10-03,4,10,4,0,3,1,2,0.6,0.5,1.0,0.0,11,14.0
2012-10-03,4,10,5,0,3,1,2,0.62,0.5455,0.94,0.1045,34,36.0
2012-10-03,4,10,6,0,3,1,2,0.6,0.5152,0.94,0.1343,177,182.0
2012-10-03,4,10,7,0,3,1,2,0.6,0.5152,0.94,0.194,515,532.0
2012-10-03,4,10,8,0,3,1,2,0.62,0.5606,0.88,0.1045,809,838.0
2012-10-03,4,10,9,0,3,1,2,0.62,0.5758,0.83,0.194,362,334.0
2012-10-03,4,10,10,0,3,1,1,0.66,0.6061,0.78,0.1642,175,185.0
2012-10-03,4,10,11,0,3,1,1,0.66,0.6061,0.78,0.1642,230,227.0
2012-10-03,4,10,12,0,3,1,2,0.7,0.6515,0.7,0.1045,358,316.0
2012-10-03,4,10,13,0,3,1,2,0.7,0.6667,0.74,0.1045,279,340.0
2012-10-03,4,10,14,0,3,1,2,0.72,0.6818,0.7,0.1642,251,277.0
2012-10-03,4,10,15,0,3,1,2,0.72,0.6818,0.62,0.1642,319,300.0
2012-10-03,4,10,16,0,3,1,2,0.72,0.6667,0.58,0.0,478,468.0
2012-10-03,4,10,17,0,3,1,1,0.7,0.6515,0.65,0.0,917,953.0
2012-10-03,4,10,18,0,3,1,1,0.7,0.6515,0.65,0.0,810,884.0
2012-10-03,4,10,19,0,3,1,1,0.7,0.6515,0.65,0.0,593,627.0
2012-10-03,4,10,20,0,3,1,1,0.7,0.6515,0.65,0.0,497,434.0
2012-10-03,4,10,21,0,3,1,2,0.66,0.6212,0.74,0.0,209,360.0
2012-10-03,4,10,22,0,3,1,1,0.66,0.6212,0.74,0.0,241,215.0
2012-10-03,4,10,23,0,3,1,2,0.66,0.6061,0.78,0.0,220,115.0
2012-10-04,4,10,0,0,4,1,3,0.64,0.5758,0.89,0.0,76,65.0
2012-10-04,4,10,1,0,4,1,2,0.62,0.5455,0.94,0.0,25,21.0
2012-10-04,4,10,2,0,4,1,1,0.64,0.5758,0.89,0.0,13,16.0
2012-10-04,4,10,3,0,4,1,2,0.62,0.5606,0.88,0.0,11,7.0
2012-10-04,4,10,4,0,4,1,2,0.64,0.5758,0.89,0.0,10,8.0
2012-10-04,4,10,5,0,4,1,3,0.64,0.5758,0.89,0.1045,39,66.0
2012-10-04,4,10,6,0,4,1,3,0.62,0.5455,0.94,0.0896,133,169.0
2012-10-04,4,10,7,0,4,1,2,0.64,0.5758,0.89,0.0896,391,558.0
2012-10-04,4,10,8,0,4,1,1,0.64,0.5758,0.89,0.0,738,794.0
2012-10-04,4,10,9,0,4,1,2,0.64,0.5758,0.89,0.194,359,335.0
2012-10-04,4,10,10,0,4,1,2,0.66,0.6061,0.83,0.1343,177,208.0
2012-10-04,4,10,11,0,4,1,2,0.7,0.6515,0.7,0.1045,214,294.0
2012-10-04,4,10,12,0,4,1,2,0.72,0.6667,0.54,0.194,288,335.0
2012-10-04,4,10,13,0,4,1,2,0.72,0.6667,0.58,0.3284,294,326.0
2012-10-04,4,10,14,0,4,1,1,0.7,0.6515,0.61,0.2537,267,258.0
2012-10-04,4,10,15,0,4,1,1,0.72,0.6667,0.54,0.2836,325,296.0
2012-10-04,4,10,16,0,4,1,1,0.7,0.6515,0.54,0.2836,497,472.0
2012-10-04,4,10,17,0,4,1,1,0.7,0.6515,0.51,0.2239,901,905.0
2012-10-04,4,10,18,0,4,1,1,0.66,0.6212,0.57,0.1045,887,899.0
2012-10-04,4,10,19,0,4,1,1,0.66,0.6212,0.57,0.1045,534,559.0
2012-10-04,4,10,20,0,4,1,1,0.64,0.6061,0.65,0.1045,441,457.0
2012-10-04,4,10,21,0,4,1,1,0.62,0.6061,0.69,0.0,321,253.0
2012-10-04,4,10,22,0,4,1,1,0.64,0.6212,0.47,0.1343,232,47.0
2012-10-04,4,10,23,0,4,1,1,0.6,0.6212,0.56,0.0896,155,45.0
2012-10-05,4,10,0,0,5,1,1,0.56,0.5303,0.73,0.0,102,17.0
2012-10-05,4,10,1,0,5,1,1,0.54,0.5152,0.68,0.1045,46,13.0
2012-10-05,4,10,2,0,5,1,1,0.54,0.5152,0.73,0.0896,11,10.0
2012-10-05,4,10,3,0,5,1,1,0.54,0.5152,0.73,0.0,16,7.0
2012-10-05,4,10,4,0,5,1,1,0.54,0.5152,0.77,0.0,11,12.0
2012-10-05,4,10,5,0,5,1,1,0.52,0.5,0.77,0.0,41,38.0
2012-10-05,4,10,6,0,5,1,1,0.52,0.5,0.83,0.0,137,138.0
2012-10-05,4,10,7,0,5,1,1,0.52,0.5,0.83,0.1045,428,394.0
2012-10-05,4,10,8,0,5,1,1,0.58,0.5455,0.64,0.0,785,705.0
2012-10-05,4,10,9,0,5,1,1,0.6,0.6061,0.6,0.0896,384,426.0
2012-10-05,4,10,10,0,5,1,1,0.66,0.6212,0.54,0.0,260,245.0
2012-10-05,4,10,11,0,5,1,1,0.7,0.6515,0.48,0.194,304,361.0
2012-10-05,4,10,12,0,5,1,1,0.72,0.6515,0.42,0.1642,468,380.0
2012-10-05,4,10,13,0,5,1,1,0.7,0.6515,0.48,0.0,424,410.0
2012-10-05,4,10,14,0,5,1,1,0.74,0.6515,0.37,0.2239,400,399.0
2012-10-05,4,10,15,0,5,1,1,0.72,0.6515,0.39,0.2537,470,392.0
2012-10-05,4,10,16,0,5,1,1,0.72,0.6515,0.37,0.0,634,502.0
2012-10-05,4,10,17,0,5,1,1,0.7,0.6364,0.42,0.1642,900,808.0
2012-10-05,4,10,18,0,5,1,1,0.64,0.6212,0.57,0.1343,761,667.0
2012-10-05,4,10,19,0,5,1,1,0.62,0.5909,0.73,0.1642,500,508.0
2012-10-05,4,10,20,0,5,1,1,0.6,0.5758,0.78,0.1343,372,336.0
2012-10-05,4,10,21,0,5,1,1,0.6,0.5909,0.69,0.2239,267,237.0
2012-10-05,4,10,22,0,5,1,1,0.6,0.5909,0.73,0.2836,264,220.0
2012-10-05,4,10,23,0,5,1,1,0.58,0.5455,0.78,0.2239,171,190.0
2012-10-06,4,10,0,0,6,0,1,0.56,0.5303,0.83,0.1642,191,149.0
2012-10-06,4,10,1,0,6,0,1,0.56,0.5303,0.83,0.2537,141,101.0
2012-10-06,4,10,2,0,6,0,1,0.56,0.5303,0.78,0.194,75,92.0
2012-10-06,4,10,3,0,6,0,1,0.54,0.5152,0.77,0.2239,56,29.0
2012-10-06,4,10,4,0,6,0,1,0.54,0.5152,0.83,0.2537,11,14.0
2012-10-06,4,10,5,0,6,0,1,0.54,0.5152,0.83,0.194,10,15.0
2012-10-06,4,10,6,0,6,0,1,0.54,0.5152,0.88,0.2537,30,37.0
2012-10-06,4,10,7,0,6,0,1,0.54,0.5152,0.83,0.2985,84,73.0
2012-10-06,4,10,8,0,6,0,1,0.56,0.5303,0.83,0.194,206,211.0
2012-10-06,4,10,9,0,6,0,1,0.6,0.5909,0.73,0.194,395,332.0
2012-10-06,4,10,10,0,6,0,1,0.62,0.6061,0.69,0.2836,539,472.0
2012-10-06,4,10,11,0,6,0,1,0.64,0.6061,0.65,0.2537,647,663.0
2012-10-06,4,10,12,0,6,0,1,0.7,0.6515,0.54,0.1045,743,682.0
2012-10-06,4,10,13,0,6,0,2,0.64,0.6212,0.57,0.5224,710,686.0
2012-10-06,4,10,14,0,6,0,2,0.6,0.6212,0.56,0.4179,576,750.0
2012-10-06,4,10,15,0,6,0,1,0.6,0.6212,0.46,0.4179,620,727.0
2012-10-06,4,10,16,0,6,0,1,0.6,0.6212,0.43,0.5224,659,722.0
2012-10-06,4,10,17,0,6,0,1,0.54,0.5152,0.49,0.3881,610,712.0
2012-10-06,4,10,18,0,6,0,1,0.52,0.5,0.48,0.4179,495,594.0
2012-10-06,4,10,19,0,6,0,1,0.48,0.4697,0.55,0.2239,341,470.0
2012-10-06,4,10,20,0,6,0,1,0.48,0.4697,0.55,0.2537,247,315.0
2012-10-06,4,10,21,0,6,0,1,0.46,0.4545,0.59,0.1343,215,292.0
2012-10-06,4,10,22,0,6,0,1,0.44,0.4394,0.62,0.1343,185,221.0
2012-10-06,4,10,23,0,6,0,1,0.44,0.4394,0.62,0.1343,179,196.0
2012-10-07,4,10,0,0,0,0,1,0.44,0.4394,0.62,0.1642,127,147.0
2012-10-07,4,10,1,0,0,0,1,0.44,0.4394,0.54,0.2239,109,116.0
2012-10-07,4,10,2,0,0,0,1,0.42,0.4242,0.62,0.1343,74,92.0
2012-10-07,4,10,3,0,0,0,2,0.44,0.4394,0.62,0.1343,22,58.0
2012-10-07,4,10,4,0,0,0,2,0.44,0.4394,0.54,0.2537,11,7.0
2012-10-07,4,10,5,0,0,0,2,0.44,0.4394,0.54,0.1343,10,10.0
2012-10-07,4,10,6,0,0,0,2,0.44,0.4394,0.54,0.194,23,22.0
2012-10-07,4,10,7,0,0,0,3,0.42,0.4242,0.58,0.1642,35,57.0
2012-10-07,4,10,8,0,0,0,3,0.42,0.4242,0.67,0.1343,62,144.0
2012-10-07,4,10,9,0,0,0,3,0.4,0.4091,0.71,0.1343,86,285.0
2012-10-07,4,10,10,0,0,0,2,0.42,0.4242,0.67,0.194,185,479.0
2012-10-07,4,10,11,0,0,0,2,0.42,0.4242,0.71,0.1045,336,591.0
2012-10-07,4,10,12,0,0,0,2,0.42,0.4242,0.71,0.0,392,680.0
2012-10-07,4,10,13,0,0,0,2,0.44,0.4394,0.72,0.0896,320,594.0
2012-10-07,4,10,14,0,0,0,2,0.44,0.4394,0.67,0.0,314,612.0
2012-10-07,4,10,15,0,0,0,3,0.42,0.4242,0.77,0.1343,306,649.0
2012-10-07,4,10,16,0,0,0,3,0.4,0.4091,0.82,0.1642,333,648.0
2012-10-07,4,10,17,0,0,0,3,0.4,0.4091,0.82,0.2239,157,575.0
2012-10-07,4,10,18,0,0,0,3,0.4,0.4091,0.82,0.194,106,401.0
2012-10-07,4,10,19,0,0,0,2,0.4,0.4091,0.82,0.1045,114,257.0
2012-10-07,4,10,20,0,0,0,1,0.4,0.4091,0.82,0.1343,116,194.0
2012-10-07,4,10,21,0,0,0,1,0.38,0.3939,0.87,0.1045,113,123.0
2012-10-07,4,10,22,0,0,0,1,0.38,0.3939,0.87,0.1343,79,91.0
2012-10-07,4,10,23,0,0,0,1,0.36,0.3485,0.93,0.1343,80,57.0
2012-10-08,4,10,0,1,1,0,1,0.38,0.3939,0.76,0.2836,51,45.0
2012-10-08,4,10,1,1,1,0,1,0.34,0.3333,0.87,0.1642,37,18.0
2012-10-08,4,10,2,1,1,0,1,0.34,0.3333,0.81,0.194,15,12.0
2012-10-08,4,10,3,1,1,0,1,0.34,0.3485,0.81,0.1045,10,7.0
2012-10-08,4,10,4,1,1,0,1,0.32,0.3333,0.87,0.1343,7,10.0
2012-10-08,4,10,5,1,1,0,1,0.34,0.3182,0.76,0.2239,19,36.0
2012-10-08,4,10,6,1,1,0,1,0.34,0.3485,0.76,0.1045,59,155.0
2012-10-08,4,10,7,1,1,0,2,0.34,0.3333,0.76,0.1642,154,483.0
2012-10-08,4,10,8,1,1,0,2,0.36,0.3485,0.71,0.2239,397,784.0
2012-10-08,4,10,9,1,1,0,2,0.38,0.3939,0.66,0.1642,332,340.0
2012-10-08,4,10,10,1,1,0,2,0.38,0.3939,0.68,0.1343,298,179.0
2012-10-08,4,10,11,1,1,0,2,0.4,0.4091,0.62,0.0896,308,272.0
2012-10-08,4,10,12,1,1,0,2,0.42,0.4242,0.63,0.1642,341,323.0
2012-10-08,4,10,13,1,1,0,2,0.42,0.4242,0.62,0.194,405,305.0
2012-10-08,4,10,14,1,1,0,2,0.42,0.4242,0.58,0.1045,420,244.0
2012-10-08,4,10,15,1,1,0,3,0.42,0.4242,0.58,0.194,370,329.0
2012-10-08,4,10,16,1,1,0,3,0.42,0.4242,0.58,0.194,377,459.0
2012-10-08,4,10,17,1,1,0,2,0.42,0.4242,0.66,0.2537,497,856.0
2012-10-08,4,10,18,1,1,0,2,0.42,0.4242,0.66,0.2836,456,613.0
2012-10-08,4,10,19,1,1,0,2,0.4,0.4091,0.71,0.2537,371,516.0
2012-10-08,4,10,20,1,1,0,3,0.4,0.4091,0.71,0.2239,227,262.0
2012-10-08,4,10,21,1,1,0,2,0.4,0.4091,0.76,0.2239,151,218.0
2012-10-08,4,10,22,1,1,0,3,0.4,0.4091,0.76,0.2537,107,207.0
2012-10-08,4,10,23,1,1,0,2,0.4,0.4091,0.71,0.2239,69,105.0
2012-10-09,4,10,0,0,2,1,2,0.38,0.3939,0.82,0.2239,31,31.0
2012-10-09,4,10,1,0,2,1,3,0.36,0.3485,0.87,0.2239,13,11.0
2012-10-09,4,10,2,0,2,1,3,0.36,0.3333,0.87,0.2537,7,2.0
2012-10-09,4,10,3,0,2,1,3,0.36,0.3333,0.87,0.2836,3,5.0
2012-10-09,4,10,4,0,2,1,3,0.36,0.3485,0.87,0.1642,7,10.0
2012-10-09,4,10,5,0,2,1,2,0.38,0.3939,0.82,0.194,19,43.0
2012-10-09,4,10,6,0,2,1,2,0.38,0.3939,0.82,0.2537,143,179.0
2012-10-09,4,10,7,0,2,1,1,0.38,0.3939,0.83,0.2537,362,260.0
2012-10-09,4,10,8,0,2,1,2,0.42,0.4242,0.8,0.194,713,134.0
2012-10-09,4,10,9,0,2,1,2,0.42,0.4242,0.77,0.2239,382,86.0
2012-10-09,4,10,10,0,2,1,2,0.44,0.4394,0.75,0.2239,164,45.0
2012-10-09,4,10,11,0,2,1,2,0.48,0.4697,0.69,0.194,193,99.0
2012-10-09,4,10,12,0,2,1,2,0.48,0.4697,0.69,0.194,260,104.0
2012-10-09,4,10,13,0,2,1,2,0.5,0.4848,0.67,0.1343,238,154.0
2012-10-09,4,10,14,0,2,1,2,0.54,0.5152,0.64,0.194,244,163.0
2012-10-09,4,10,15,0,2,1,2,0.52,0.5,0.63,0.1642,254,209.0
2012-10-09,4,10,16,0,2,1,2,0.5,0.4848,0.72,0.1642,424,374.0
2012-10-09,4,10,17,0,2,1,2,0.52,0.5,0.68,0.1642,806,715.0
2012-10-09,4,10,18,0,2,1,2,0.5,0.4848,0.72,0.2239,784,687.0
2012-10-09,4,10,19,0,2,1,2,0.5,0.4848,0.72,0.1642,514,395.0
2012-10-09,4,10,20,0,2,1,2,0.5,0.4848,0.72,0.1642,360,306.0
2012-10-09,4,10,21,0,2,1,2,0.48,0.4697,0.77,0.1343,225,289.0
2012-10-09,4,10,22,0,2,1,2,0.48,0.4697,0.77,0.0896,162,240.0
2012-10-09,4,10,23,0,2,1,2,0.48,0.4697,0.77,0.0896,84,98.0
2012-10-10,4,10,0,0,3,1,2,0.46,0.4545,0.88,0.0896,33,52.0
2012-10-10,4,10,1,0,3,1,2,0.46,0.4545,0.88,0.0,8,19.0
2012-10-10,4,10,2,0,3,1,2,0.46,0.4545,0.88,0.0,8,9.0
2012-10-10,4,10,3,0,3,1,2,0.46,0.4545,0.88,0.0,6,7.0
2012-10-10,4,10,4,0,3,1,2,0.46,0.4545,0.88,0.1045,6,11.0
2012-10-10,4,10,5,0,3,1,2,0.46,0.4545,0.88,0.0896,40,34.0
2012-10-10,4,10,6,0,3,1,2,0.46,0.4545,0.88,0.0896,175,177.0
2012-10-10,4,10,7,0,3,1,1,0.46,0.4545,0.82,0.1045,507,515.0
2012-10-10,4,10,8,0,3,1,1,0.5,0.4848,0.77,0.1642,839,809.0
2012-10-10,4,10,9,0,3,1,1,0.54,0.5152,0.6,0.2836,366,362.0
2012-10-10,4,10,10,0,3,1,1,0.56,0.5303,0.52,0.2985,217,175.0
2012-10-10,4,10,11,0,3,1,1,0.54,0.5152,0.52,0.194,291,230.0
2012-10-10,4,10,12,0,3,1,1,0.54,0.5152,0.56,0.2239,390,358.0
2012-10-10,4,10,13,0,3,1,1,0.56,0.5303,0.49,0.0,297,279.0
2012-10-10,4,10,14,0,3,1,1,0.6,0.6212,0.4,0.1642,271,251.0
2012-10-10,4,10,15,0,3,1,1,0.6,0.6212,0.4,0.1642,319,319.0
2012-10-10,4,10,16,0,3,1,1,0.6,0.6212,0.4,0.2239,566,478.0
2012-10-10,4,10,17,0,3,1,1,0.58,0.5455,0.43,0.2239,948,917.0
2012-10-10,4,10,18,0,3,1,2,0.56,0.5303,0.49,0.1642,844,810.0
2012-10-10,4,10,19,0,3,1,2,0.56,0.5303,0.46,0.5821,566,593.0
2012-10-10,4,10,20,0,3,1,1,0.52,0.5,0.48,0.4925,392,497.0
2012-10-10,4,10,21,0,3,1,1,0.5,0.4848,0.51,0.3582,269,209.0
2012-10-10,4,10,22,0,3,1,1,0.46,0.4545,0.55,0.2985,197,241.0
2012-10-10,4,10,23,0,3,1,1,0.44,0.4394,0.58,0.194,136,220.0
2012-10-11,4,10,0,0,4,1,1,0.44,0.4394,0.51,0.1343,42,76.0
2012-10-11,4,10,1,0,4,1,1,0.44,0.4394,0.47,0.194,11,25.0
2012-10-11,4,10,2,0,4,1,1,0.42,0.4242,0.5,0.1343,11,13.0
2012-10-11,4,10,3,0,4,1,1,0.42,0.4242,0.47,0.2985,3,11.0
2012-10-11,4,10,4,0,4,1,1,0.4,0.4091,0.5,0.2537,10,10.0
2012-10-11,4,10,5,0,4,1,1,0.36,0.3485,0.5,0.1642,42,39.0
2012-10-11,4,10,6,0,4,1,1,0.36,0.3485,0.5,0.1642,159,133.0
2012-10-11,4,10,7,0,4,1,1,0.36,0.3333,0.5,0.2537,478,391.0
2012-10-11,4,10,8,0,4,1,1,0.38,0.3939,0.46,0.3881,798,738.0
2012-10-11,4,10,9,0,4,1,1,0.4,0.4091,0.43,0.3881,355,359.0
2012-10-11,4,10,10,0,4,1,1,0.44,0.4394,0.41,0.3582,204,177.0
2012-10-11,4,10,11,0,4,1,1,0.46,0.4545,0.36,0.0,251,214.0
